Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR9701328_trimmed_1.fastq.gz	LeechJ_xxxx__AF53__bin.10.fa	51.6295	38.3940	98.51	33.000	NA-NA	HIGH	NA-NA	33	33.354	6550/10440	98.51	53	AF53_k141_67
SRR9701328_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	18.1796	10.7603	99.41	11.620	NA-NA	HIGH	NA-NA	11	11.620	6676/8010	99.41	0	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome
SRR9701328_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	8.4542	30.9326	99.80	5.404	NA-NA	HIGH	NA-NA	5	5.404	46102/49112	99.80	0	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence
SRR9701328_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	6.0901	2.9533	99.45	3.893	NA-NA	HIGH	NA-NA	4	3.893	5747/6826	99.45	0	NODE_3_length_161229_cov_37.0000_ID_62026
SRR9701328_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	2.7539	1.8624	99.75	1.760	99.68-99.80	1.760	1.68-1.85	2	2.544	7103/9278	99.14	0	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome
SRR9701328_trimmed_1.fastq.gz	LeechJ_2020__ERS3967688__bin.2.fa	2.2279	3.0142	99.72	1.424	99.67-99.78	1.424	1.37-1.48	2	2.028	13249/19017	98.84	0	ERS3967688_k141_1437
SRR9701328_trimmed_1.fastq.gz	FontanaF_2023__SRR20746854__bin.2.fa	1.5858	2.1611	97.44	1.014	97.33-97.55	1.014	0.96-1.07	1	1.712	5520/19352	96.03	714	NODE_7_length_112150_cov_14.2384_ID_46122
SRR9701328_trimmed_1.fastq.gz	MAG_19.fa	0.9021	1.4430	99.41	0.577	99.30-99.52	0.577	0.55-0.60	1	1.349	8352/22889	96.80	201	MAG_19_0
SRR9701328_trimmed_1.fastq.gz	EBC_082.15.fa	0.8824	1.2665	98.89	0.564	98.76-99.01	0.564	0.53-0.59	1	1.358	6242/20483	96.24	226	EBC_082.15_EBC_082_scaffold_602
SRR9701328_trimmed_1.fastq.gz	MAG_45.fa	0.8391	0.6554	99.17	0.536	98.96-99.35	0.536	0.50-0.57	1	1.303	3480/10848	96.40	2	MAG_45_0
SRR9701328_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	0.7637	0.5485	98.57	0.488	98.30-98.83	0.488	0.44-0.52	1	1.332	2487/9849	95.66	5	AF66_k141_123
SRR9701328_trimmed_1.fastq.gz	EBC_134.5.fa	0.5529	1.0488	97.55	0.353	97.26-97.81	0.353	0.32-0.38	1	1.225	3664/26324	93.84	1670	EBC_134.5_EBC_134_scaffold_561
SRR9701328_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	0.5304	0.3154	99.30	0.339	98.95-99.59	0.339	0.30-0.38	1	1.207	1908/8251	95.39	193	ERS3967691_k141_96
SRR9701328_trimmed_1.fastq.gz	YulandiA_2020__SRS6115053__bin.6.fa	0.4738	0.4437	99.37	0.303	99.11-99.63	0.303	0.27-0.33	1	1.207	2794/12995	95.16	127	SRS6115053_k141_296
SRR9701328_trimmed_1.fastq.gz	LeechJ_xxxx__AF76__bin.15.fa	0.4120	0.5284	98.89	0.263	98.59-99.15	0.263	0.24-0.28	1	1.157	2941/17945	94.33	243	AF76_k141_354
SRR9701328_trimmed_1.fastq.gz	MAG_579.fa	0.3834	0.5186	98.18	0.245	97.90-98.47	0.245	0.22-0.27	1	1.207	2356/19121	93.47	305	MAG_579_0
SRR9701328_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	0.3748	0.1468	98.08	0.240	97.52-98.66	0.240	0.19-0.30	1	1.169	657/5623	93.31	3	AF66_k141_253
SRR9701328_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	0.2531	0.1854	98.73	0.162	98.18-99.21	0.162	0.14-0.20	1	1.100	1041/10372	92.85	51	TGS12-29_k141_701
