Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR27593175_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	50.0196	28.1269	99.06	58.000	NA-NA	HIGH	NA-NA	58	55.164	5810/7797	99.06	5	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome
SRR27593175_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	25.8722	12.8734	99.03	30.000	NA-NA	HIGH	NA-NA	30	29.635	5409/7322	99.03	14	NODE_2_length_148631_cov_25.9785_ID_15265
SRR27593175_trimmed_1.fastq.gz	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44.fa	10.9799	38.7631	99.59	12.732	NA-NA	HIGH	NA-NA	13	12.732	43209/49112	99.59	258	ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44_CM006479.1 Saccharomyces cerevisiae strain beer044 chromosome I, whole genome shotgun sequence
SRR27593175_trimmed_1.fastq.gz	LeechJ_xxxx__AF67__bin.4.fa	6.1668	14.7434	99.99	7.151	NA-NA	HIGH	NA-NA	7	7.151	34555/34634	99.99	5	AF67_k141_8
SRR27593175_trimmed_1.fastq.gz	FontanaF_2023__SRR20746979__bin.3.fa	5.3616	2.6812	98.08	6.217	NA-NA	HIGH	NA-NA	6	6.217	3925/7154	98.08	49	NODE_10_length_61143_cov_28.9945_ID_1888
SRR27593175_trimmed_1.fastq.gz	LeechJ_xxxx__AF41__bin.4.fa	0.6971	0.2905	99.44	0.808	99.25-99.59	0.808	0.75-0.87	1	1.528	2791/5972	97.58	2	AF41_k141_236
SRR27593175_trimmed_1.fastq.gz	EBC_024.4.fa	0.1806	0.5394	98.24	0.209	98.00-98.44	0.209	0.19-0.23	1	1.116	4738/43386	93.11	43	EBC_024.4_EBC_024_scaffold_13
SRR27593175_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	0.1044	0.0681	96.65	0.121	95.51-97.98	0.121	0.07-0.17	1	1.057	368/9278	90.11	2	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome
SRR27593175_trimmed_1.fastq.gz	GCA_008274985.1_ASM827498v1_genomic.fa	0.0948	1.1188	95.29	0.110	94.98-95.66	0.110	0.10-0.12	1	1.060	4028/172618	88.58	5	GCA_008274985.1_ASM827498v1_genomic_CP035530.1 Aspergillus sojae strain SMF134 chromosome 1
SRR27593175_trimmed_1.fastq.gz	MASTER_WP4_UNINA_2__P-22__bin.8.fa	0.0747	0.0402	99.81	0.087	98.61-100.81	0.087	0.06-0.12	1	1.056	612/7771	92.13	0	P-22_k141_82
SRR27593175_trimmed_1.fastq.gz	GCF_008694105.1_ASM869410v1_genomic.fa	0.0743	0.0720	98.08	0.086	96.92-99.03	0.086	0.06-0.12	1	1.041	608/13393	90.51	1	GCF_008694105.1_ASM869410v1_genomic_NZ_CP041364.1 Schleiferilactobacillus harbinensis strain NSMJ42 chromosome, complete genome
SRR27593175_trimmed_1.fastq.gz	LimaC_2020__SRR9640350__bin.18.fa	0.0711	0.0429	96.34	0.082	94.58-98.68	0.082	0.04-0.14	1	1.389	229/8752	88.91	5	NODE_4_length_109500_cov_17.9981_ID_22905
SRR27593175_trimmed_1.fastq.gz	FontanaF_2023__SRR20746951__bin.4.fa	0.0650	0.0538	97.20	0.075	95.83-98.41	0.075	0.05-0.12	1	1.039	380/12064	89.45	5	NODE_1_length_333540_cov_36.9994_ID_1661
SRR27593175_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	0.0512	0.0280	98.08	0.059	96.53-100.05	0.059	0.03-0.10	1	1.017	293/7955	89.90	9	SRS6115052_k141_129
SRR27593175_trimmed_1.fastq.gz	LeechJ_xxxx__AF89__bin.7.fa	0.0498	0.0588	95.27	0.058	93.17-97.33	0.058	0.03-0.12	1	1.028	214/17149	86.81	0	AF89_k141_40
SRR27593175_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2574__bin.32.fa	0.0453	0.1849	99.16	0.053	98.47-99.81	0.053	0.04-0.07	1	1.032	2356/59514	90.11	19	P2574_k141_167
SRR27593175_trimmed_1.fastq.gz	DuR_2020__DRS139335__bin.25.fa	0.0297	0.0804	98.46	0.034	97.23-99.88	0.034	0.02-0.05	1	1.027	828/39574	88.27	9	DRS139335_k141_75
SRR27593175_trimmed_1.fastq.gz	LiZ_2018__SRS2920550__bin.14.fa	0.0265	0.1729	99.38	0.031	98.36-100.29	0.031	0.02-0.04	1	1.015	2382/95491	88.77	1	SRS2920550_k99_64
SRR27593175_trimmed_1.fastq.gz	LimaC_2020__SRR9640350__bin.12.fa	0.0241	0.0257	97.92	0.028	95.17-98.09	0.028	0.03-0.06	1	1.108	223/15488	87.21	2	NODE_7_length_94694_cov_8.8202_ID_19916
SRR27593175_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2597__bin.1.fa	0.0115	0.0356	100.00	0.013	97.63-101.14	0.013	0.01-0.03	1	1.061	622/45159	87.09	0	P2597_k141_298
