Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR10454496_trimmed_1.fastq.gz	SRR10454511C706_acetobacter_assembly.fa	26.6960	29.6513	100.00	57.000	NA-NA	HIGH	NA-NA	57	58.519	11554/11554	100.00	0	SRR10454511C0
SRR10454496_trimmed_1.fastq.gz	LandisEA_2021__SRS5653399__bin.4.fa	22.9492	12.0845	99.82	49.000	NA-NA	HIGH	NA-NA	49	47.632	5073/5362	99.82	0	SRS5653399_k141_290
SRR10454496_trimmed_1.fastq.gz	GCF_001434985.1_ASM143498v1_genomic.fa	20.1391	21.6064	99.06	43.000	NA-NA	HIGH	NA-NA	43	46.687	8268/11067	99.06	4	GCF_001434985.1_ASM143498v1_genomic_NZ_AZES01000005.1 Companilactobacillus paralimentarius DSM 13238 = JCM 10415 strain DSM 13238 NODE_10, whole genome shotgun sequence
SRR10454496_trimmed_1.fastq.gz	GCF_000831645.3_ASM83164v3_genomic.fa	15.4556	18.1582	97.71	33.000	NA-NA	HIGH	NA-NA	33	33.665	5620/11507	97.71	497	GCF_000831645.3_ASM83164v3_genomic_NZ_CP012559.1 Companilactobacillus heilongjiangensis strain DSM 28069 chromosome, complete genome
SRR10454496_trimmed_1.fastq.gz	GCF_001438845.1_ASM143884v1_genomic.fa	10.3037	12.9688	98.43	22.000	NA-NA	HIGH	NA-NA	22	21.876	7846/12832	98.43	18	GCF_001438845.1_ASM143884v1_genomic_NZ_JQCL01000005.1 Lactiplantibacillus xiangfangensis strain LMG 26013 NODE_10, whole genome shotgun sequence
SRR10454496_trimmed_1.fastq.gz	GCF_016861655.1_ASM1686165v1_genomic.fa	2.6682	3.4035	96.52	5.697	NA-NA	HIGH	NA-NA	5	5.697	4354/13072	96.52	148	GCF_016861655.1_ASM1686165v1_genomic_NZ_BOLN01000001.1 Levilactobacillus lanxiensis strain 13B17 contig1, whole genome shotgun sequence
SRR10454496_trimmed_1.fastq.gz	GCF_005405005.1_ASM540500v1_genomic.fa	0.5327	0.5905	96.54	1.137	96.37-96.66	1.137	1.06-1.24	1	1.743	2613/11439	95.35	128	GCF_005405005.1_ASM540500v1_genomic_NZ_BJDH01000001.1 Lactiplantibacillus daoliensis strain 116-1A contig1, whole genome shotgun sequence
SRR10454496_trimmed_1.fastq.gz	GCF_001434395.1_ASM143439v1_genomic.fa	0.5180	0.6140	98.35	1.106	98.22-98.47	1.106	1.04-1.17	1	1.724	4886/12155	97.10	45	GCF_001434395.1_ASM143439v1_genomic_NZ_AZFS01000006.1 Levilactobacillus hammesii DSM 16381 NODE_10, whole genome shotgun sequence
SRR10454496_trimmed_1.fastq.gz	GCF_007991935.1_ASM799193v1_genomic.fa	0.3923	0.4783	98.13	0.838	97.97-98.27	0.838	0.79-0.89	1	1.359	4215/12391	96.58	132	GCF_007991935.1_ASM799193v1_genomic_NZ_BJZH01000001.1 Companilactobacillus nantensis strain NBRC 107153 sequence001, whole genome shotgun sequence
SRR10454496_trimmed_1.fastq.gz	MortensenS_xxxx__WK022-1-L-48h-02F8_S113__bin.6.fa	0.3452	0.4443	96.84	0.737	96.63-97.04	0.737	0.68-0.78	1	1.435	2584/13387	94.83	37	WK022-1-L-48h-02F8_S113_k141_714
