Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
SRR27593202_trimmed_1.fastq.gz	MAG_501.fa	57.2505	57.6417	99.53	32.000	NA-NA	HIGH	NA-NA	32	32.140	8396/9710	99.53	7	MAG_501_0
SRR27593202_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	15.0238	10.5069	99.73	8.398	NA-NA	HIGH	NA-NA	8	8.398	6274/6826	99.73	0	NODE_3_length_161229_cov_37.0000_ID_62026
SRR27593202_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	6.0747	5.9246	99.10	3.395	NA-NA	HIGH	NA-NA	3	3.395	7005/9278	99.10	193	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome
SRR27593202_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	3.4033	2.5310	99.36	1.902	99.18-99.43	1.902	1.78-2.17	2	2.659	5102/7322	98.84	2	NODE_2_length_148631_cov_25.9785_ID_15265
SRR27593202_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	2.0812	2.8493	99.57	1.163	99.49-99.64	1.163	1.12-1.21	1	1.777	8174/13589	98.37	3	NODE_1_length_274429_cov_22.9992_ID_7781
SRR27593202_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	1.5333	1.3150	99.37	0.857	99.23-99.54	0.857	0.79-0.90	1	1.744	3905/8251	97.62	0	ERS3967691_k141_96
SRR27593202_trimmed_1.fastq.gz	LeechJ_xxxx__AF89__bin.7.fa	1.4201	2.5070	97.21	0.794	97.07-97.34	0.794	0.75-0.84	1	1.608	3904/17149	95.34	218	AF89_k141_40
SRR27593202_trimmed_1.fastq.gz	WalshAM_2017__ERS1739834__bin.1.fa	1.4071	1.0536	99.74	0.787	99.59-99.89	0.787	0.74-0.84	1	1.479	3775/7489	97.81	0	ERS1739834_k141_1514
SRR27593202_trimmed_1.fastq.gz	MAG_19.fa	1.2264	2.8292	99.24	0.685	99.12-99.34	0.685	0.65-0.72	1	1.496	8969/22889	97.02	0	MAG_19_0
SRR27593202_trimmed_1.fastq.gz	Wy2_bin.circ.1.fa	1.2256	0.9923	99.10	0.685	98.89-99.30	0.685	0.62-0.75	1	1.455	2809/7470	96.89	70	s8.ctg000010c
SRR27593202_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	0.8784	0.4961	99.24	0.491	98.96-99.49	0.491	0.44-0.54	1	1.399	1734/5623	96.28	54	AF66_k141_253
SRR27593202_trimmed_1.fastq.gz	YouL_2022__SRR13308520__bin.4.fa	0.8357	0.7089	98.83	0.467	98.62-99.09	0.467	0.42-0.51	1	1.276	2140/8244	95.74	2	NODE_37_length_133389_cov_15.7682_ID_27250
SRR27593202_trimmed_1.fastq.gz	EBC_134.7.fa	0.6786	1.7314	95.36	0.379	95.09-95.65	0.379	0.34-0.41	1	1.340	1835/25164	91.90	3769	EBC_134.7_EBC_134_scaffold_2638
SRR27593202_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.6277	0.4698	99.07	0.351	98.70-99.43	0.351	0.31-0.40	1	1.205	1636/7379	95.26	0	WK028-2-L-48h-03A1_S20_k141_3165
SRR27593202_trimmed_1.fastq.gz	LeechJ_2020__ERS3967702__bin.3.fa	0.5732	0.7064	98.82	0.320	98.50-99.13	0.320	0.29-0.36	1	1.193	2263/11918	94.78	0	ERS3967702_k141_103
SRR27593202_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_425__bin.9.fa	0.5322	0.4355	97.17	0.297	96.65-97.64	0.297	0.25-0.36	1	1.273	852/8063	93.01	43	NODE_1_length_598382_cov_75.9985_ID_32759
SRR27593202_trimmed_1.fastq.gz	GCF_006740305.1_ASM674030v1_genomic.fa	0.5292	0.4448	98.54	0.296	98.11-98.89	0.296	0.26-0.34	1	1.186	1272/7797	94.32	12	GCF_006740305.1_ASM674030v1_genomic_NZ_AP019750.1 Lactobacillus delbrueckii subsp. delbrueckii strain NBRC 3202 chromosome, complete genome
SRR27593202_trimmed_1.fastq.gz	MAG_6.fa	0.5169	0.8593	97.08	0.289	96.74-97.45	0.289	0.25-0.32	1	1.259	1608/16058	92.85	3138	MAG_6_0
SRR27593202_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	0.5151	0.5335	98.23	0.288	97.84-98.63	0.288	0.25-0.32	1	1.299	1425/9849	93.95	26	AF66_k141_123
SRR27593202_trimmed_1.fastq.gz	LeechJ_xxxx__AF68__bin.3.fa	0.4379	0.5163	98.94	0.245	98.55-99.32	0.245	0.21-0.27	1	1.164	1818/11625	94.19	83	AF68_k141_2037
SRR27593202_trimmed_1.fastq.gz	EBC_134.5.fa	0.4204	1.1500	96.85	0.235	96.53-97.19	0.235	0.21-0.27	1	1.127	2047/26324	92.09	964	EBC_134.5_EBC_134_scaffold_561
SRR27593202_trimmed_1.fastq.gz	LeechJ_xxxx__AF53__bin.10.fa	0.3951	0.4238	96.76	0.221	96.06-97.30	0.221	0.18-0.27	1	1.180	746/10440	91.84	53	AF53_k141_67
SRR27593202_trimmed_1.fastq.gz	LeechJ_xxxx__AF68__bin.1.fa	0.3213	0.2634	95.24	0.180	94.36-96.54	0.180	0.11-0.25	1	1.265	298/7899	89.97	66	AF68_k141_86
SRR27593202_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.2324	0.2932	98.11	0.130	97.40-98.85	0.130	0.10-0.16	1	1.244	837/12230	91.71	31	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence
SRR27593202_trimmed_1.fastq.gz	DeFilippisF_xxxx__DS_106__bin.5.fa	0.1784	0.1274	97.91	0.100	96.55-99.06	0.100	0.06-0.15	1	1.078	357/7039	90.83	35	DS_106_k141_351
SRR27593202_trimmed_1.fastq.gz	MAG_528.fa	0.1769	0.1655	96.43	0.099	94.98-98.00	0.099	0.05-0.17	1	1.047	276/9058	89.35	0	MAG_528_0
SRR27593202_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_418__bin.8.fa	0.1751	0.1505	97.46	0.098	96.08-98.65	0.098	0.06-0.15	1	1.049	368/8364	90.41	163	NODE_1_length_253996_cov_27.9987_ID_4007
SRR27593202_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	0.1727	0.1474	98.31	0.097	97.09-99.88	0.097	0.06-0.14	1	1.373	437/8010	91.04	16	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome
SRR27593202_trimmed_1.fastq.gz	G_514_1B_orientalis_assembly.fa	0.1704	0.2324	95.23	0.095	93.87-96.92	0.095	0.05-0.15	1	1.067	268/13382	88.15	16	NODE_1_length_900359_cov_75.777345
SRR27593202_trimmed_1.fastq.gz	LeechJ_xxxx__AF27__bin.4.fa	0.1599	0.1548	98.46	0.089	97.44-99.48	0.089	0.06-0.12	1	1.090	498/9424	90.95	13	AF27_k141_60
SRR27593202_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_226__bin.6.fa	0.1206	0.1591	98.14	0.067	96.64-99.50	0.067	0.04-0.10	1	1.109	469/12895	89.86	34	NODE_2_length_319059_cov_34.9987_ID_36074
SRR27593202_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602140__bin.22.fa	0.1104	0.1773	98.04	0.062	96.69-99.29	0.062	0.04-0.09	1	1.057	508/15633	89.54	43	NODE_306_length_23997_cov_9.0000_ID_64100
SRR27593202_trimmed_1.fastq.gz	MortensenS_xxxx__WK027-1-L-48h-02I4_S14__bin.10.fa	0.1044	0.1450	97.81	0.058	96.11-99.76	0.058	0.03-0.10	1	1.028	388/13601	89.16	0	WK027-1-L-48h-02I4_S14_k141_125
SRR27593202_trimmed_1.fastq.gz	MASTER_WP4_CSIC_2__P2574__bin.24.fa	0.0981	0.5378	98.60	0.055	97.68-99.39	0.055	0.04-0.07	1	1.027	1837/53329	89.70	0	P2574_k141_755
SRR27593202_trimmed_1.fastq.gz	GCF_004014775.2_ASM401477v2_genomic.fa	0.0878	0.1218	95.92	0.049	93.67-97.21	0.049	0.03-0.10	1	1.156	173/13139	86.96	4	GCF_004014775.2_ASM401477v2_genomic_NZ_CP042808.1 Acetobacter oryzoeni strain B6 chromosome, complete genome
SRR27593202_trimmed_1.fastq.gz	EBC_024.4.fa	0.0868	0.3878	97.94	0.049	97.00-99.13	0.049	0.03-0.07	1	1.092	1080/43386	88.77	2	EBC_024.4_EBC_024_scaffold_13
SRR27593202_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_251__bin.10.fa	0.0745	0.1302	97.27	0.042	95.20-98.95	0.042	0.02-0.08	1	1.027	295/17028	87.74	12	NODE_4_length_126762_cov_10.0000_ID_36536
SRR27593202_trimmed_1.fastq.gz	MAG_312.fa	0.0724	0.1101	97.27	0.040	95.04-98.42	0.040	0.02-0.08	1	1.032	253/15037	87.65	0	MAG_312_0
SRR27593202_trimmed_1.fastq.gz	LeechJ_xxxx__AF27__bin.5.fa	0.0716	0.0699	100.00	0.040	98.25-103.18	0.040	0.02-0.07	1	1.024	409/9593	90.32	0	AF27_k141_52
